time,rpm,mph,coolant_temp,oil_pressure,voltage,fuel_level,mpg,odometer,trip,range,runtime,illumination,left_turn_signal,right_turn_signal,hazards,high_beam,roof_down
01:31:50 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:50 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:50 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:50 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:50 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:50 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:51 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:51 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:51 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:51 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:51 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:51 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:51 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:52 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:52 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:52 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:52 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:52 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:52 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:53 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:53 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:53 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:53 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:53 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:53 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:54 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:54 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:54 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:54 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:54 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:54 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:54 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:55 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:55 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:55 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:55 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:55 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:55 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:56 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:56 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:56 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:56 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:56 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:56 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:57 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:57 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:57 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:57 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:57 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:57 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:58 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:58 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
01:31:58 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
